id_corrida,mecanismo,repeticion,tipo_manipulacion,eventos_totales,manipulaciones_inyectadas,manipulaciones_detectadas,tasa_deteccion_pct,tiempo_verificacion_ms,latencia_registro_ms,estado
317,M2,4,T2,60,1,1,100.0,4.22,0.024,DETECTADO
318,M2,4,T3,65,1,1,100.0,4.963,0.026,DETECTADO
319,M2,4,T4,48,1,1,100.0,2.668,0.026,DETECTADO
320,M2,4,T5,64,1,1,100.0,5.671,0.023,DETECTADO
321,M2,5,T1,46,1,1,100.0,2.722,0.025,DETECTADO
322,M2,5,T2,47,1,1,100.0,1.922,0.024,DETECTADO
323,M2,5,T3,50,1,1,100.0,2.876,0.023,DETECTADO
324,M2,5,T4,63,1,1,100.0,4.348,0.037,DETECTADO
325,M2,5,T5,65,1,1,100.0,4.882,0.03,DETECTADO
326,M2,6,T1,58,1,1,100.0,4.09,0.023,DETECTADO
327,M2,6,T2,50,1,1,100.0,3.501,0.027,DETECTADO
328,M2,6,T3,56,1,1,100.0,3.688,0.035,DETECTADO
329,M2,6,T4,58,1,1,100.0,4.64,0.03,DETECTADO
330,M2,6,T5,60,1,1,100.0,6.229,0.024,DETECTADO
331,M2,7,T1,52,1,1,100.0,5.652,0.044,DETECTADO
332,M2,7,T2,46,1,1,100.0,3.171,0.045,DETECTADO
333,M2,7,T3,45,1,1,100.0,2.39,0.024,DETECTADO
334,M2,7,T4,49,1,1,100.0,4.443,0.026,DETECTADO
335,M2,7,T5,65,1,1,100.0,5.776,0.023,DETECTADO
336,M2,8,T1,64,1,1,100.0,4.2,0.029,DETECTADO
337,M2,8,T2,48,1,1,100.0,2.185,0.034,DETECTADO
338,M2,8,T3,55,1,1,100.0,4.242,0.024,DETECTADO
339,M2,8,T4,46,1,1,100.0,2.467,0.024,DETECTADO
340,M2,8,T5,51,1,1,100.0,4.493,0.03,DETECTADO
341,M2,9,T1,53,1,1,100.0,6.055,0.044,DETECTADO
342,M2,9,T2,55,1,1,100.0,2.73,0.029,DETECTADO
343,M2,9,T3,55,1,1,100.0,3.901,0.037,DETECTADO
344,M2,9,T4,49,1,1,100.0,3.174,0.024,DETECTADO
345,M2,9,T5,58,1,1,100.0,4.418,0.024,DETECTADO
346,M2,10,T1,47,1,1,100.0,3.335,0.038,DETECTADO
347,M2,10,T2,61,1,1,100.0,3.416,0.025,DETECTADO
348,M2,10,T3,54,1,1,100.0,3.6,0.028,DETECTADO
349,M2,10,T4,46,1,1,100.0,2.67,0.023,DETECTADO
350,M2,10,T5,56,1,1,100.0,3.442,0.023,DETECTADO
351,M2,11,T1,52,1,1,100.0,3.158,0.025,DETECTADO
